YEAR,SERIAL,REGION,NFAMS,PERNUM,RACE,AGE,SEX,EMPSTAT,OCC,UHRSWORKT,WKSTAT,JOBCERT,EDUC,INCWAGE,OINCWAGE
2021,26066,33,1,1,100,80,1,36,0,999,99,99.0,81,,
2021,21197,21,1,1,100,46,1,21,6410,999,50,99.0,81,,
2021,69869,41,1,1,100,78,2,36,0,999,99,,123,0.0,0.0
2019,35908,31,1,2,100,48,2,10,2100,90,11,,124,115000.0,0.0
2020,31990,21,1,3,100,17,1,34,0,999,99,99.0,73,,
2009,17132,12,1,1,100,52,1,10,210,997,11,,73,0.0,0.0
2022,46475,22,1,4,100,7,2,0,0,999,99,99.0,1,,
2012,66549,33,1,2,100,61,1,10,430,997,11,,73,35000.0,0.0
2019,60805,33,1,1,100,29,1,10,4710,50,11,1.0,111,,
2021,9085,12,1,1,200,33,1,10,1006,38,11,,111,120000.0,0.0
2020,1133,32,1,1,100,43,2,10,10,60,11,99.0,111,,
2021,2942,41,1,1,100,73,2,10,120,40,11,2.0,73,,
2010,74270,41,1,1,100,34,1,10,540,40,11,,111,40000.0,0.0
2021,30741,21,1,1,100,80,1,36,0,999,99,99.0,30,,
2011,49438,31,1,2,100,69,2,36,0,999,99,,92,0.0,0.0
2020,28747,11,1,1,100,71,2,36,0,999,99,99.0,123,,
2013,10999,12,1,2,100,28,2,34,0,999,99,,73,0.0,0.0
2018,52500,32,1,7,100,35,1,10,6260,40,11,,20,27000.0,0.0
2017,56085,32,1,2,100,54,1,10,4700,40,11,,73,70000.0,0.0
2021,16621,31,1,3,100,10,1,0,0,999,99,99.0,1,,
2020,71960,41,1,3,100,46,1,10,2040,40,11,,73,40000.0,0.0
2021,41082,12,1,2,100,63,1,34,0,999,99,99.0,123,,
2013,11462,12,1,4,100,48,2,10,2630,997,22,,123,0.0,0.0
2020,46458,22,1,1,300,46,1,10,3725,40,11,1.0,91,,
2020,15535,31,1,1,100,51,1,10,705,60,11,99.0,111,,
2013,69576,33,1,2,100,67,1,36,0,999,99,,123,0.0,0.0
2020,23016,22,1,3,651,11,1,0,0,999,99,99.0,1,,
2020,58350,33,1,2,100,80,1,36,0,999,99,99.0,125,,
2017,61401,33,2,1,200,24,2,10,310,40,11,,81,26000.0,0.0
2020,13616,31,1,2,100,62,1,36,0,999,99,99.0,73,,
2019,66517,31,1,1,100,26,2,10,4230,40,11,99.0,73,,
2010,53577,31,1,2,100,68,2,10,3500,40,11,,73,42000.0,0.0
2021,44593,31,1,2,100,39,2,10,8320,40,11,99.0,60,,
2020,1380,32,1,2,100,50,2,10,4710,36,11,1.0,91,,
2021,50505,42,1,1,100,42,1,10,4850,997,11,99.0,81,,
2020,63985,31,1,1,100,48,2,21,5810,999,50,99.0,73,,
2022,50102,42,1,1,100,71,2,36,0,999,99,99.0,123,,
2022,10343,11,1,1,100,85,2,36,0,999,99,99.0,30,,
2020,65808,31,1,3,100,3,1,0,0,999,99,99.0,1,,
2015,37079,22,1,4,100,1,2,0,0,999,99,,1,99999999.0,99999999.0
2015,72585,33,1,2,100,54,1,10,350,40,11,,123,320000.0,0.0
2020,38714,41,1,2,100,54,1,10,7220,45,11,99.0,81,,
2019,77688,41,1,1,100,58,1,10,1360,50,11,,123,258000.0,40000.0
2021,66209,21,1,3,100,8,1,0,0,999,99,99.0,1,,
2009,5051,11,1,1,200,57,1,10,1530,40,11,,91,56000.0,0.0
2022,47362,21,1,2,100,66,2,36,0,999,99,99.0,92,,
2015,4570,11,2,3,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2019,63656,33,1,3,100,18,1,22,0,999,50,,50,0.0,0.0
2012,55652,31,1,1,100,44,1,10,2200,50,11,,125,60000.0,0.0
2014,10131,12,1,1,100,45,2,32,0,999,99,,73,0.0,0.0
2021,8450,42,1,1,100,75,2,36,0,999,99,99.0,81,,
2020,15121,31,1,1,651,39,2,10,1305,8,41,99.0,111,,
2020,32499,32,1,1,100,66,2,36,0,999,99,99.0,123,,
2020,6895,42,1,1,200,80,2,36,0,999,99,99.0,92,,
2020,47718,21,1,2,100,54,2,36,0,999,99,99.0,73,,
2018,49317,31,1,2,100,85,1,32,0,999,99,,30,0.0,0.0
2020,51596,12,1,4,100,4,1,0,0,999,99,99.0,1,,
2020,57613,33,1,1,100,29,2,10,4230,20,41,99.0,73,,
2022,43036,12,1,2,100,58,2,10,5140,40,11,99.0,91,,
2015,21916,21,1,3,100,18,2,10,7840,16,41,,60,0.0,0.0
2021,57939,33,1,2,100,50,2,10,310,40,11,99.0,73,,
2021,39411,12,1,2,100,64,1,10,1320,40,11,99.0,123,,
2021,37820,11,1,1,100,71,1,10,4810,30,41,2.0,111,,
2010,67126,33,1,2,100,70,2,36,0,999,99,,73,0.0,0.0
2015,35969,22,1,3,100,6,1,0,0,999,99,,1,99999999.0,99999999.0
2020,14131,31,1,1,200,66,2,21,4760,999,60,1.0,91,,
2012,91220,42,1,4,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2012,96360,42,1,2,651,36,1,10,4140,40,12,,73,25000.0,0.0
2016,61845,33,1,1,200,49,2,10,4020,35,11,,73,29000.0,0.0
2021,45162,31,1,1,200,70,2,36,0,999,99,99.0,92,,
2021,15975,31,1,3,100,6,1,0,0,999,99,99.0,1,,
2020,62458,41,1,2,100,61,2,10,20,40,11,99.0,123,,
2015,90920,42,1,3,100,23,1,34,0,999,99,,81,0.0,0.0
2020,10292,41,2,1,100,70,1,36,0,999,99,99.0,73,,
2020,46812,22,1,2,100,61,2,10,5740,40,12,99.0,91,,
2021,60136,33,1,2,100,32,2,10,2205,15,41,2.0,123,,
2021,46498,31,1,1,100,52,2,10,440,40,11,,123,35000.0,0.0
2020,50723,42,1,1,100,69,2,36,0,999,99,99.0,81,,
2020,11790,31,1,1,100,72,2,36,0,999,99,99.0,81,,
2021,49823,42,1,2,100,49,1,10,3870,997,11,99.0,92,,
2020,35007,22,1,1,100,85,2,36,0,999,99,99.0,73,,
2018,20670,21,1,3,100,3,1,0,0,999,99,,1,99999999.0,99999999.0
2021,27535,31,1,4,100,5,2,0,0,999,99,99.0,1,,
2019,68947,21,1,1,100,64,1,36,0,999,99,99.0,111,,
2020,49714,33,1,4,100,17,1,34,0,999,99,99.0,60,,
2019,39204,31,1,2,200,80,2,36,0,999,99,,73,0.0,0.0
2020,49974,42,1,1,651,67,2,36,0,999,99,99.0,81,,
2013,79592,41,1,2,651,48,2,10,310,56,11,,123,27000.0,0.0
2011,812,11,1,2,100,72,2,10,5860,997,12,,91,35000.0,0.0
2012,28284,21,1,4,100,12,1,0,0,999,99,,1,99999999.0,99999999.0
2013,67801,33,1,1,100,61,1,10,430,40,11,,111,150000.0,0.0
2016,37549,31,1,1,200,48,2,10,3600,40,11,,73,17000.0,0.0
2021,47537,21,1,3,100,31,1,10,9130,40,11,99.0,73,,
2010,80479,41,1,1,100,54,1,10,430,50,11,,81,82400.0,0.0
2021,62948,31,1,1,100,40,1,10,3150,997,21,2.0,124,,
2017,86800,42,1,1,651,69,2,36,0,999,99,,73,0.0,0.0
2020,46227,22,1,3,100,11,2,0,0,999,99,99.0,1,,
2013,8474,11,1,5,100,1,2,0,0,999,99,,1,99999999.0,99999999.0
2011,63275,32,1,2,200,45,2,32,0,999,99,,73,0.0,0.0
2010,68066,33,1,3,200,14,2,0,0,999,99,,1,99999999.0,99999999.0
2010,61541,32,1,5,100,8,2,0,0,999,99,,1,99999999.0,99999999.0
2020,49415,21,1,4,100,12,2,0,0,999,99,99.0,1,,
2019,12070,31,1,2,200,6,1,0,0,999,99,99.0,1,,
2020,7916,42,1,2,100,23,1,34,0,999,99,99.0,81,,
2020,10256,41,1,1,100,36,1,10,6050,40,11,99.0,73,,
2021,5725,42,1,3,651,4,1,0,0,999,99,99.0,1,,
2010,75139,41,1,5,100,5,1,0,0,999,99,,1,99999999.0,99999999.0
2021,32732,32,1,2,100,47,2,10,4600,40,11,99.0,73,,
2021,22526,21,1,2,100,46,1,32,0,999,99,99.0,91,,
2019,10846,11,1,2,100,67,2,36,0,999,99,99.0,111,,
2020,42154,12,1,5,200,20,1,10,7210,40,11,99.0,73,,
2009,83804,42,1,4,801,10,2,0,0,999,99,,1,99999999.0,99999999.0
2020,40528,12,1,4,100,21,1,32,0,999,99,99.0,81,,
2016,2132,11,1,3,100,18,2,10,4030,25,41,,71,200.0,0.0
2009,53434,31,2,2,100,36,1,10,7200,40,11,,73,80000.0,0.0
2021,29004,11,1,1,100,49,2,10,230,25,22,99.0,111,,
2020,22736,21,1,1,100,47,2,10,4920,30,41,2.0,111,,
2020,13263,31,1,1,651,47,2,34,0,999,99,99.0,111,,
2019,8404,42,1,2,651,57,2,10,540,38,11,99.0,73,,
2021,2354,41,1,3,100,0,2,0,0,999,99,99.0,1,,
2021,18843,42,1,5,652,85,2,36,0,999,99,99.0,50,,
2013,27948,21,1,1,100,58,1,32,0,999,99,,81,0.0,0.0
2012,15834,12,1,1,100,80,2,36,0,999,99,,73,0.0,0.0
2021,12219,12,1,3,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2015,425,11,1,5,100,11,1,0,0,999,99,,1,99999999.0,99999999.0
2020,20963,21,1,2,100,41,1,10,10,60,11,2.0,73,,
2021,27798,31,1,3,100,31,1,10,5300,40,11,99.0,73,,
2021,24005,22,1,2,100,72,2,36,0,999,99,99.0,111,,
2020,66140,42,1,2,200,30,1,10,6200,40,11,99.0,81,,
2016,85664,42,1,3,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2020,12110,31,1,2,100,35,1,34,0,999,99,99.0,81,,
2019,62526,33,1,2,100,65,1,10,4850,50,11,,73,250000.0,0.0
2019,39090,11,1,4,100,19,2,12,4720,10,42,99.0,73,,
2019,1615,42,1,2,100,56,2,10,120,40,11,99.0,111,,
2020,3832,33,1,4,100,14,1,0,0,999,99,99.0,1,,
2019,93745,42,1,3,100,64,1,10,6230,40,11,,81,40000.0,0.0
2009,76571,41,1,6,100,1,1,0,0,999,99,,1,99999999.0,99999999.0
2020,20566,21,1,5,100,80,1,36,0,999,99,99.0,73,,
2013,66521,33,1,2,100,45,2,12,4230,21,42,,73,0.0,0.0
2021,28856,11,1,4,100,28,1,21,4760,999,50,99.0,111,,
2017,39383,31,1,5,100,15,2,34,0,999,99,,10,1810.0,0.0
2020,67685,21,1,1,100,57,2,32,0,999,99,99.0,30,,
2020,42059,12,1,1,100,71,2,36,0,999,99,99.0,73,,
2012,84952,42,2,1,200,26,1,10,4030,40,11,,81,18720.0,0.0
2020,24807,22,1,2,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2018,20984,21,1,1,200,32,1,10,9130,40,11,,73,0.0,0.0
2016,90246,42,1,3,100,8,1,0,0,999,99,,1,99999999.0,99999999.0
2017,56443,32,1,2,100,52,2,34,0,999,99,,81,8000.0,0.0
2020,69875,41,1,1,100,85,2,36,0,999,99,99.0,111,,
2021,58516,33,1,1,100,66,1,36,0,999,99,99.0,81,,
2020,49018,33,1,3,651,20,1,21,4720,999,60,99.0,73,,
2021,16538,31,1,4,200,21,1,10,4720,30,41,99.0,81,,
2016,75869,41,1,4,100,13,1,0,0,999,99,,1,99999999.0,99999999.0
2019,83043,42,1,4,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2011,17690,12,1,3,100,27,2,10,4700,40,11,,73,80000.0,0.0
2021,42924,12,1,4,100,3,2,0,0,999,99,99.0,1,,
2020,76003,41,1,3,100,20,1,10,4760,27,41,,81,10000.0,0.0
2014,78708,22,1,2,100,14,2,0,0,999,99,,1,99999999.0,99999999.0
2013,19692,21,1,1,100,43,1,10,1440,40,11,,2,210000.0,0.0
2013,48697,31,1,3,100,14,1,0,0,999,99,,1,99999999.0,99999999.0
2021,2415,11,1,2,100,54,1,32,0,999,99,,73,0.0,0.0
2016,80603,41,1,3,100,37,1,10,5310,997,22,,73,9100.0,0.0
2021,53241,31,1,1,100,69,1,36,0,999,99,99.0,73,,
2018,74042,41,3,3,100,3,1,0,0,999,99,,1,99999999.0,99999999.0
2016,49187,31,1,1,100,60,2,32,0,999,99,,40,0.0,0.0
2012,92559,42,2,1,100,23,1,10,4840,50,11,,111,37000.0,0.0
2020,33328,32,1,1,100,62,2,32,0,999,99,99.0,81,,
2021,45051,31,1,1,100,78,1,36,0,999,99,99.0,81,,
2020,46553,31,1,1,200,41,1,10,6260,35,12,99.0,81,,
2018,58812,33,1,3,100,80,2,36,0,999,99,,73,0.0,0.0
2021,43848,12,1,6,100,20,2,12,2861,20,42,99.0,81,,
2011,13534,12,1,5,200,32,2,10,5700,40,11,,92,22000.0,0.0
2021,57015,33,1,1,100,29,2,10,5000,40,11,99.0,123,,
2020,10389,12,1,1,100,23,2,21,4120,999,60,,60,0.0,0.0
2013,85359,42,1,3,100,18,2,34,0,999,99,,60,0.0,0.0
2016,9846,12,1,2,651,33,2,34,0,999,99,,123,0.0,0.0
2011,14508,12,1,2,100,49,1,34,0,999,99,,81,110000.0,0.0
2021,3133,41,1,1,200,36,1,12,650,60,13,99.0,91,,
2012,11186,12,1,1,100,55,2,10,3255,40,11,,91,76000.0,16000.0
2009,79060,41,1,1,100,55,2,10,5000,35,11,,81,30000.0,0.0
2009,2173,11,1,1,100,22,2,12,4610,20,42,,73,5800.0,0.0
2013,40692,22,1,1,200,50,1,10,2100,54,12,,124,0.0,0.0
2011,58957,31,1,2,100,68,2,36,0,999,99,,81,0.0,0.0
2022,61181,41,1,2,100,21,2,10,5400,40,11,99.0,81,,
2017,87244,42,1,1,200,64,2,34,4610,999,99,,60,0.0,0.0
2021,63130,31,3,3,801,18,2,21,8990,999,50,99.0,73,,
2012,45327,31,1,3,100,10,1,0,0,999,99,,1,99999999.0,99999999.0
2020,6500,42,1,1,100,80,2,36,0,999,99,99.0,124,,
2021,36686,41,4,1,100,71,2,10,4720,24,41,99.0,81,,
2021,47493,21,1,2,100,24,1,10,4760,48,11,99.0,81,,
2020,25445,32,1,1,100,39,1,10,8225,40,11,99.0,73,,
2021,15253,31,1,1,100,53,1,10,2100,60,11,2.0,124,,
2020,13951,31,1,1,200,80,1,36,0,999,99,99.0,111,,
2022,26037,33,1,2,100,16,1,34,0,999,99,99.0,50,,
2020,14340,31,1,2,100,75,1,36,0,999,99,99.0,73,,
2021,6863,42,1,2,100,65,1,36,0,999,99,99.0,123,,
2016,21651,21,1,1,100,57,1,10,6730,40,11,,73,50000.0,0.0
2009,79303,41,1,1,300,44,2,32,0,999,99,,73,0.0,0.0
2021,41135,41,1,2,100,64,1,10,4700,72,11,99.0,111,,
2016,81497,42,1,1,100,31,2,12,5240,14,42,,60,25000.0,0.0
2021,65143,31,1,2,100,80,1,36,0,999,99,99.0,73,,
2021,11745,31,1,1,200,23,1,10,5510,30,41,99.0,73,,
2019,36593,31,1,1,651,33,1,10,4700,70,11,,50,24500.0,1500.0
2010,69585,33,1,2,100,60,2,10,1040,40,11,,73,30002.0,0.0
2020,34428,22,1,1,100,47,1,10,4820,50,11,2.0,111,,
2017,61592,33,1,1,100,68,1,10,10,40,11,,123,150000.0,0.0
2009,68871,33,1,3,100,16,1,34,0,999,99,,60,0.0,0.0
2015,86503,42,1,2,100,37,2,10,50,40,11,,111,180000.0,0.0
2022,48096,21,1,2,100,46,2,10,9620,40,11,99.0,73,,
2016,49143,31,1,1,100,63,2,10,2540,40,11,,111,30000.0,0.0
2011,42755,31,1,5,200,18,1,34,0,999,99,,60,0.0,0.0
2020,45966,22,1,2,100,35,1,10,3870,40,11,2.0,81,,
2016,3645,11,1,1,802,53,2,10,4620,20,22,,40,14560.0,0.0
2021,90249,42,1,2,651,40,2,34,0,999,99,,92,0.0,0.0
2012,82765,41,1,1,100,42,2,10,9600,40,21,,40,41235.0,0.0
2014,4329,11,1,4,100,9,1,0,0,999,99,,1,99999999.0,99999999.0
2009,57741,31,1,2,100,56,1,36,0,999,99,,73,0.0,0.0
2018,64840,33,1,1,100,24,1,10,3945,40,12,,92,35000.0,0.0
2020,39359,11,1,2,651,46,2,10,4110,997,12,99.0,91,,
2016,38160,31,1,3,200,18,2,12,4110,997,42,,71,800.0,0.0
2009,70360,33,2,3,100,27,2,10,5860,20,41,,81,23700.0,0.0
2020,19021,42,1,1,100,57,2,34,0,999,99,99.0,73,,
2022,12359,31,1,1,200,56,2,34,0,999,99,99.0,73,,
2021,6665,42,1,1,200,26,1,10,9130,40,12,99.0,111,,
2009,71945,33,1,1,100,51,1,10,2320,40,11,,111,40000.0,3000.0
2021,59828,33,1,2,100,10,1,0,0,999,99,99.0,1,,
2013,80062,41,1,2,100,13,2,0,0,999,99,,1,99999999.0,99999999.0
2017,38036,31,1,2,100,61,2,34,0,999,99,,20,0.0,0.0
2021,23034,22,1,4,100,10,1,0,0,999,99,99.0,1,,
2021,23701,22,1,5,100,21,1,10,4010,45,11,99.0,73,,
2020,64395,42,1,2,100,59,2,21,440,999,60,99.0,111,,
2021,49626,42,1,4,100,4,1,0,0,999,99,99.0,1,,
2020,32061,21,1,2,100,27,2,32,0,999,99,99.0,73,,
2019,15256,31,1,3,100,16,1,34,0,999,99,99.0,50,,
2019,44591,12,1,3,100,53,1,34,0,999,99,99.0,73,,
2019,68694,33,1,3,100,21,2,10,9640,25,41,,81,8000.0,4000.0
2016,60529,33,1,3,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2009,2996,11,1,2,100,36,2,10,5400,40,11,,73,27000.0,0.0
2021,2010,42,1,1,100,42,2,10,1310,40,11,99.0,123,,
2021,50361,42,1,2,100,30,1,34,0,999,99,99.0,73,,
2022,20056,41,1,1,100,46,2,10,3255,40,12,2.0,111,,
2022,6357,42,1,5,100,7,2,0,0,999,99,99.0,1,,
2022,14011,31,1,1,100,45,2,10,3258,40,11,2.0,123,,
2020,44100,12,1,2,100,80,1,36,0,999,99,99.0,111,,
2020,12985,31,1,1,200,43,2,32,0,999,99,99.0,50,,
2020,17842,21,1,2,100,36,1,10,4760,47,11,,111,44000.0,0.0
2009,35011,22,1,1,100,80,2,10,2550,20,41,,125,11000.0,0.0
2013,27212,21,1,2,100,36,2,34,0,999,99,,73,0.0,0.0
2014,57519,41,1,6,100,11,1,0,0,999,99,,1,99999999.0,99999999.0
2020,23355,22,1,2,100,44,1,10,3250,40,11,99.0,125,,
2021,33032,32,1,1,200,80,1,36,0,999,99,99.0,92,,
2022,47489,21,1,2,100,75,2,36,0,999,99,99.0,73,,
2020,67311,21,1,1,100,67,2,10,4230,997,41,99.0,81,,
2022,46945,21,2,2,100,39,1,21,310,999,50,2.0,81,,
2014,97306,42,1,3,100,20,2,34,0,999,99,,73,0.0,0.0
2020,18921,42,1,1,100,78,1,36,0,999,99,99.0,81,,
2011,23999,21,1,7,100,6,2,0,0,999,99,,1,99999999.0,99999999.0
2020,65229,31,1,4,100,19,1,10,4251,40,11,99.0,73,,
2021,27899,31,1,4,100,13,1,0,0,999,99,99.0,1,,
2015,71472,33,1,3,100,5,2,0,0,999,99,,1,99999999.0,99999999.0
2020,7412,42,1,4,803,14,2,0,0,999,99,99.0,1,,
2009,11858,12,1,1,652,53,1,10,4140,60,11,,10,25000.0,0.0
2016,71816,41,1,2,100,53,2,10,1030,997,41,,111,77440.0,0.0
2016,91142,42,1,1,100,49,1,10,1107,40,11,,92,100000.0,0.0
2021,33949,31,1,1,651,48,1,10,1760,40,11,,123,110000.0,0.0
2020,21133,21,1,2,100,58,2,10,3255,40,11,,111,70000.0,0.0
2012,91858,42,2,1,100,23,1,10,4760,40,11,,111,5000.0,0.0
2013,6287,11,1,2,100,77,2,36,0,999,99,,73,0.0,0.0
2013,1153,11,1,1,100,61,1,36,0,999,99,,81,0.0,0.0
2020,57509,33,1,1,200,57,2,32,0,999,99,99.0,111,,
2021,10873,11,1,4,802,70,2,36,0,999,99,99.0,2,,
2015,53708,31,1,1,100,55,1,10,100,997,11,,73,64000.0,0.0
2010,40814,22,1,2,100,49,2,10,3130,60,11,,124,140000.0,0.0
2020,52543,32,1,2,200,17,2,21,4020,999,60,,50,600.0,0.0
2010,16184,12,1,1,100,32,2,34,0,999,99,,111,0.0,0.0
2020,44268,31,1,5,200,9,2,0,0,999,99,,1,99999999.0,99999999.0
2020,59962,33,1,3,100,6,1,0,0,999,99,99.0,1,,
2021,35051,41,1,4,100,9,2,0,0,999,99,99.0,1,,
2012,8051,11,1,2,100,41,1,21,4220,999,50,,73,25000.0,0.0
2020,63184,31,1,3,100,12,1,0,0,999,99,99.0,1,,
2020,5199,42,1,2,100,65,2,36,0,999,99,99.0,73,,
2021,68005,41,1,1,100,80,2,36,0,999,99,99.0,73,,
2020,54176,31,1,1,100,80,2,36,0,999,99,99.0,111,,
2020,8858,42,1,2,100,45,1,10,4700,50,11,99.0,40,,
2020,32618,22,1,1,100,67,1,10,5240,997,41,99.0,91,,
2021,22964,22,1,3,100,18,1,34,9620,999,99,99.0,73,,
2020,67746,31,1,2,100,59,2,10,630,40,11,99.0,73,,
2019,62850,33,1,2,300,12,2,0,0,999,99,,1,99999999.0,99999999.0
2020,45859,31,1,1,100,77,2,36,0,999,99,99.0,81,,
2021,2055,42,1,4,100,28,1,34,0,999,99,99.0,73,,
2020,29535,11,1,2,100,30,1,10,6050,55,11,2.0,111,,
2016,6383,11,1,5,100,7,1,0,0,999,99,,1,99999999.0,99999999.0
2020,64896,42,1,5,100,30,2,10,7855,40,11,99.0,73,,
2011,88247,42,1,1,100,71,1,21,2900,999,50,,92,15000.0,0.0
2021,31348,22,1,1,200,57,1,10,4200,45,11,,73,55000.0,0.0
2010,13733,12,1,1,100,27,1,10,2630,50,11,,73,35000.0,0.0
2016,30499,22,1,4,100,18,1,10,2540,15,41,,60,5000.0,0.0
2015,50143,31,1,1,100,63,2,36,0,999,99,,81,0.0,0.0
2012,89234,42,1,3,100,15,2,34,0,999,99,,50,0.0,0.0
2011,45103,31,1,1,100,27,2,10,2100,40,11,,124,85000.0,0.0
2012,40246,22,1,3,100,8,2,0,0,999,99,,1,99999999.0,99999999.0
2020,18739,42,1,2,100,33,2,10,4700,60,11,99.0,123,,
2021,36646,22,1,2,200,37,2,34,0,999,99,99.0,91,,
2021,68826,41,1,1,100,74,1,36,0,999,99,99.0,73,,
2020,28626,31,1,1,100,76,1,36,0,999,99,99.0,81,,
2013,30164,21,1,1,100,73,1,36,0,999,99,,73,0.0,0.0
2020,16029,31,1,4,200,19,1,34,0,999,99,99.0,73,,
2022,36004,41,1,4,100,15,2,34,0,999,99,99.0,30,,
2019,9917,41,1,1,100,41,1,10,6230,40,11,99.0,111,,
2015,36420,22,1,7,300,8,2,0,0,999,99,,1,99999999.0,99999999.0
2021,2071,42,1,1,300,29,2,21,5740,999,60,99.0,73,,
2011,13460,12,1,2,100,33,2,10,5160,15,41,,111,0.0,0.0
2017,17613,21,1,2,100,4,2,0,0,999,99,,1,99999999.0,99999999.0
2020,52245,12,1,1,100,36,1,10,205,70,11,2.0,40,,
2020,70872,41,1,4,100,2,1,0,0,999,99,,1,99999999.0,99999999.0
2020,77248,41,1,1,651,30,1,10,5410,35,11,,73,31000.0,0.0
2020,14045,31,1,1,200,63,2,36,0,999,99,99.0,123,,
2020,28323,11,1,1,100,46,2,10,20,50,11,99.0,123,,
2021,15745,31,1,3,100,9,2,0,0,999,99,99.0,1,,
2009,23896,21,1,1,100,21,1,10,8220,40,11,,73,27000.0,0.0
2016,79411,41,1,4,100,4,1,0,0,999,99,,1,99999999.0,99999999.0
2021,5628,11,1,4,100,32,1,10,7340,40,11,,71,36000.0,0.0
2020,11104,12,1,2,100,20,2,34,0,999,99,,71,0.0,0.0
2020,22251,21,1,1,200,45,1,32,0,999,99,,73,0.0,0.0
2021,14773,31,5,8,100,12,1,0,0,999,99,99.0,1,,
2021,55825,32,1,1,100,59,2,10,2145,45,11,2.0,91,,
2020,62926,11,1,1,100,45,2,10,860,60,11,2.0,111,,
2019,47170,31,1,1,651,36,1,10,340,40,11,,111,0.0,0.0
2015,66163,33,1,2,100,54,2,36,0,999,99,,111,0.0,0.0
2011,6902,11,1,2,100,50,2,21,3649,999,50,,73,0.0,0.0
2021,8061,42,1,1,100,46,2,10,4760,28,22,99.0,111,,
2021,6344,42,1,1,100,67,1,36,0,999,99,99.0,111,,
2020,11180,31,1,2,100,54,2,36,0,999,99,99.0,73,,
2014,22303,22,1,1,651,47,2,10,8800,72,11,,73,50000.0,0.0
2020,41249,41,1,1,100,72,2,36,0,999,99,99.0,50,,
2020,19591,42,1,2,100,1,2,0,0,999,99,99.0,1,,
2016,61542,33,1,3,200,15,1,34,0,999,99,,30,0.0,0.0
2010,70716,33,1,1,100,36,1,10,620,43,11,,91,87000.0,0.0
2020,64738,31,1,2,100,44,1,10,440,55,11,99.0,111,,
2020,55994,22,1,1,300,24,1,10,7750,40,11,99.0,73,,
2014,7055,12,1,5,100,11,2,0,0,999,99,,1,99999999.0,99999999.0
2021,21644,21,1,2,100,74,2,36,0,999,99,99.0,111,,
2012,43932,31,1,1,100,70,2,10,520,25,41,,73,5126.0,0.0
2010,49299,31,1,3,100,1,1,0,0,999,99,,1,99999999.0,99999999.0
2011,71377,33,1,1,100,34,1,10,6420,40,11,,73,10000.0,0.0
2014,75937,21,1,3,100,28,1,10,4110,40,11,,73,18000.0,0.0
2020,17515,31,1,1,100,66,1,36,0,999,99,99.0,111,,
2020,42238,31,1,1,200,58,1,36,0,999,99,,50,0.0,0.0
2012,21562,21,1,3,100,28,2,32,0,999,99,,71,0.0,0.0
2011,63178,32,1,1,200,51,2,10,4220,40,11,,73,18000.0,0.0
2018,10776,12,2,3,100,36,1,10,6355,40,11,,73,25000.0,0.0
2020,4846,11,1,2,100,46,1,10,850,40,11,,111,240000.0,0.0
2019,43746,12,1,4,100,12,2,0,0,999,99,99.0,1,,
2021,47952,21,1,4,100,13,1,0,0,999,99,99.0,1,,
2012,35533,22,1,1,100,52,1,10,205,997,11,,81,0.0,0.0
2020,44593,31,1,1,100,41,2,10,4200,997,14,99.0,30,,
2020,11473,31,1,5,804,6,2,0,0,999,99,99.0,1,,
2021,64359,42,1,1,100,66,1,36,0,999,99,99.0,81,,
2013,69217,33,1,1,200,25,1,10,9240,997,11,,91,65000.0,0.0
2020,31197,21,1,1,100,51,1,10,5610,39,12,99.0,73,,
2020,24186,22,1,4,100,1,1,0,0,999,99,99.0,1,,
2020,34241,32,1,1,200,38,2,10,4020,40,11,99.0,60,,
2022,7448,42,1,4,100,24,2,34,0,999,99,99.0,73,,
2020,89512,42,1,5,100,12,2,0,0,999,99,,1,99999999.0,99999999.0
2011,61238,32,1,3,100,10,2,0,0,999,99,,1,99999999.0,99999999.0
2009,65316,33,1,1,651,29,2,10,3650,40,11,,91,24000.0,0.0
2020,65578,42,1,1,100,37,1,10,4700,40,11,99.0,73,,
2020,58387,33,1,2,100,39,2,10,230,19,41,99.0,123,,
2011,16883,12,1,1,100,63,1,36,0,999,99,,123,126000.0,0.0
2021,38175,11,1,2,100,68,2,10,650,30,41,2.0,111,,
2019,65229,33,1,1,100,63,1,36,0,999,99,,73,6400.0,0.0
2020,26390,33,1,1,100,63,1,36,0,999,99,99.0,73,,
2020,76975,41,1,1,100,79,1,36,0,999,99,,60,0.0,0.0
2015,46318,31,1,1,100,54,2,10,2200,45,11,,92,52000.0,0.0
2020,24633,22,1,2,100,20,2,34,0,999,99,99.0,81,,
2020,9262,42,1,2,100,58,2,10,800,20,41,99.0,111,,
2011,19881,21,1,1,100,41,2,10,4110,25,22,,73,10000.0,0.0
2021,43463,31,1,2,100,26,1,10,8720,40,11,,50,30000.0,0.0
2019,44475,31,1,1,100,26,2,12,3255,36,13,,111,62000.0,0.0
2013,5991,11,1,1,100,35,1,34,0,999,99,,123,0.0,0.0
